source,keep,rescue_rule,flag_rules,relevance_score,date,actor,actor_country,target_country,target_actor,event_type,event_subtype,motive,description,original_id,actor_norm,target_country_iso,target_country_raw,tc_extraction_method,date_intrinsic,event_type_source,event_subtype_source,cluster_id,abstraction_level,analysis_weight,is_cluster_canonical,duplicate_group_id,duplicate_confidence,granularity_flag,granularity_note,sources_in_group,is_canonical,cluster_size,date_min,date_max,dates_all,targets_all,event_types_all,event_subtypes_all,motives_all,actor_all,total_events,description_merged,description_merged_final,actor_country_native,actor_country_grounded,date_native,date_grounded,canonical_incident_name,enrichment_status,enrichment_method,external_citation_urls,citation_count,native_source_url,include_in_analysis,exclude_reason,actor_type,attribution_method,confidence_hint
cissm,yes,,,0.044788,2023-09-26,Undetermined,Undetermined,Ukraine,"Ukraine's prosecutor general's office, courts, and other entities involved in investigating war crimes",Exploitive,Undetermined,Political-Espionage,"The Ukraine's cybersecurity service (SSSCIP) reveal the details of a recent cyber espionage campaigns targeting Ukraine's prosecutor general's office, courts, and other entities involved in investigating war crimes.",cissm_-2493091031500964799,undetermined,UKR,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-09-26,2023-09-26,2023-09-26,"Ukraine's prosecutor general's office, courts, and other entities involved in investigating war crimes",Exploitive,Undetermined,Political-Espionage,Undetermined,1,"The Ukraine's cybersecurity service (SSSCIP) reveal the details of a recent cyber espionage campaigns targeting Ukraine's prosecutor general's office, courts, and other entities involved in investigating war crimes.","The Ukraine's cybersecurity service (SSSCIP) reveal the details of a recent cyber espionage campaigns targeting Ukraine's prosecutor general's office, courts, and other entities involved in investigating war crimes.",,,,,,,,,,https://therecord.media/russian-hackers-target-ukraine-gov-systems-war-crime-espionage,True,,unknown,unclear,none
cissm,yes,,,0.044997,2023-09-28,IT Army of Ukraine,Ukraine,Russian Federation,Leonardo,Disruptive,External Denial of Service,Protest,"Leonardo, the Russian flight booking system is hit by a DDoS attack, allegedly carried out by ""foreign hackers,""",cissm_-7017800937985831044,it army,RUS,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-09-28,2023-09-28,2023-09-28,Leonardo,Disruptive,External Denial of Service,Protest,IT Army of Ukraine,1,"Leonardo, the Russian flight booking system is hit by a DDoS attack, allegedly carried out by ""foreign hackers,""","Leonardo, the Russian flight booking system is hit by a DDoS attack, allegedly carried out by ""foreign hackers,""",,,,,,,,,,https://therecord.media/russia-flight-booking-system-leonardo-ddos,True,,state_ukrainian,academic_research,qualified
cissm,yes,,,0.067071,2023-09-30,GRU Main Special Center for Special Technologies (Unit 74455) (SANDWORM),Russian Federation,Ukraine,Unidentified Ukrainian telecom company (2),Mixed,Data Attack,Political-Espionage,A report by Ukraine's Computer Emergency Response Team (CERT-UA) reveals that the state-sponsored Russian hacking group tracked as 'Sandworm' has compromised eleven telecommunication service providers in Ukraine between May and September 2023.,cissm_9137763639590894065,sandworm,UKR,,direct_lookup,True,Mixed,Data Attack,cluster_70,atomic,0.0909,False,13,high,multi_within,CISSM:11,cissm,True,11,2023-09-30,2023-09-30,2023-09-30,Unidentified Ukrainian telecom company (2); Unidentified Ukrainian telecom company (1); Unidentified Ukrainian telecom company (10); Unidentified Ukrainian telecom company (11); Unidentified Ukrainian telecom company (3); Unidentified Ukrainian telecom company (4); Unidentified Ukrainian telecom company (5); Unidentified Ukrainian telecom company (6); Unidentified Ukrainian telecom company (7); Unidentified Ukrainian telecom company (8); Unidentified Ukrainian telecom company (9),Mixed,Data Attack,Political-Espionage,GRU Main Special Center for Special Technologies (Unit 74455) (SANDWORM),1,A report by Ukraine's Computer Emergency Response Team (CERT-UA) reveals that the state-sponsored Russian hacking group tracked as 'Sandworm' has compromised eleven telecommunication service providers in Ukraine between May and September 2023.,A report by Ukraine's Computer Emergency Response Team (CERT-UA) reveals that the state-sponsored Russian hacking group tracked as 'Sandworm' has compromised eleven telecommunication service providers in Ukraine between May and September 2023.,,,,,,,,,,https://www.bleepingcomputer.com/news/security/russian-sandworm-hackers-breached-11-ukrainian-telcos-since-may/,True,,state_russian,official_government,qualified
cissm,yes,,,0.029283,2023-10-08,Killnet,Russian Federation,Israel,Israeli Government Website (gov.il),Disruptive,External Denial of Service,Protest,The Pro-Russia collective Killnet claims to have taken down an Israeli government website.,cissm_-1348235687012697459,killnet,ISR,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-10-08,2023-10-08,2023-10-08,Israeli Government Website (gov.il),Disruptive,External Denial of Service,Protest,Killnet,1,The Pro-Russia collective Killnet claims to have taken down an Israeli government website.,The Pro-Russia collective Killnet claims to have taken down an Israeli government website.,,,,,,,,,,https://therecord.media/hacktivists-take-sides-israel-palestinian,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,,,0.051124,2023-10-27,IT Army of Ukraine,Ukraine,Russian Federation,"Three Russian internet providers, Miranda-media, Krimtelekom, and MirTelekom",Disruptive,External Denial of Service,Protest,"The group of cyber activists known as the Ukrainian IT Army claims to have taken down three Russian internet providers, Miranda-media, Krimtelekom, and MirTelekom, operating in the occupied territories.",cissm_-8184871658438591693,it army,RUS,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-10-27,2023-10-27,2023-10-27,"Three Russian internet providers, Miranda-media, Krimtelekom, and MirTelekom",Disruptive,External Denial of Service,Protest,IT Army of Ukraine,1,"The group of cyber activists known as the Ukrainian IT Army claims to have taken down three Russian internet providers, Miranda-media, Krimtelekom, and MirTelekom, operating in the occupied territories.","The group of cyber activists known as the Ukrainian IT Army claims to have taken down three Russian internet providers, Miranda-media, Krimtelekom, and MirTelekom, operating in the occupied territories.",,,,,,,,,,https://therecord.media/ukranian-hackers-disrupt-internet-providers-crimea,True,,state_ukrainian,self_attribution,claimed
cissm,yes,,,0.035999,2023-10-30,UserSec,Russian Federation,United Kingdom of Great Britain and Northern Ireland,Manchester Airport,Disruptive,External Denial of Service,Protest,The Russian group UserSec claims responsibility for taking down the Gatwick Airport website. | The Russian group UserSec claims responsibility for taking down the Manchester Airport website.,cissm_-806956448903581311,usersec,GBR,,direct_lookup,True,Disruptive,External Denial of Service,cluster_71,atomic,0.5000,False,90,high,multi_within,CISSM:2,cissm,True,2,2023-10-30,2023-10-30,2023-10-30,Manchester Airport,Disruptive,External Denial of Service,Protest,UserSec,1,The Russian group UserSec claims responsibility for taking down the Manchester Airport website. The Russian group UserSec claims responsibility for taking down the Gatwick Airport website.,The Russian group UserSec claims responsibility for taking down the Manchester Airport website. The Russian group UserSec claims responsibility for taking down the Gatwick Airport website.,,,,,,,,,,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/breaking-manchester-airport-website-down-28011797; https://thecyberexpress.com/gatwick-airport-cyberattack-second-uk-target/,True,,hacktivist_proukrainian,self_attribution,claimed
cissm,yes,,,0.071368,2023-10-30,DumpForums and Ukrainian Cyber Alliance,Ukraine,Russian Federation,National Payment Card System (NSPK),Disruptive,Message Manipulation,Protest,"Activists from the DumpForums group and the Ukrainian Cyber Alliance say they defaced a website of the government-run National Payment Card System (NSPK) and reportedly gained access to the internal systems of the consumer payment network Mir (""world"" in Russian), a homegrown alternative to brands like Visa and Mastercard, is operated by the NSPK.",cissm_-185242405523245795,dumpforums and ukrainian cyber alliance,RUS,,direct_lookup,True,Disruptive,Message Manipulation,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-10-30,2023-10-30,2023-10-30,National Payment Card System (NSPK),Disruptive,Message Manipulation,Protest,DumpForums and Ukrainian Cyber Alliance,1,"Activists from the DumpForums group and the Ukrainian Cyber Alliance say they defaced a website of the government-run National Payment Card System (NSPK) and reportedly gained access to the internal systems of the consumer payment network Mir (""world"" in Russian), a homegrown alternative to brands like Visa and Mastercard, is operated by the NSPK.","Activists from the DumpForums group and the Ukrainian Cyber Alliance say they defaced a website of the government-run National Payment Card System (NSPK) and reportedly gained access to the internal systems of the consumer payment network Mir (""world"" in Russian), a homegrown alternative to brands like Visa and Mastercard, is operated by the NSPK.",,,,,,,,,,https://therecord.media/russia-mir-payment-system-attack-pro-ukraine-group,True,,state_ukrainian,self_attribution,claimed
cissm,yes,,,0.030889,2023-11-08,Anonymous Sudan,Russian Federation,United States of America,OpenAI,Disruptive,External Denial of Service,Protest,"OpenAI addresses ""periodic outages"" due to DDoS attacks targeting its API and ChatGPT. The pro-Russia group Anonymous Sudan claims responsibility for the attack.",cissm_-5566711612202944217,anonymous,United States of America,,none,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-11-08,2023-11-08,2023-11-08,OpenAI,Disruptive,External Denial of Service,Protest,Anonymous Sudan,1,"OpenAI addresses ""periodic outages"" due to DDoS attacks targeting its API and ChatGPT. The pro-Russia group Anonymous Sudan claims responsibility for the attack.","OpenAI addresses ""periodic outages"" due to DDoS attacks targeting its API and ChatGPT. The pro-Russia group Anonymous Sudan claims responsibility for the attack.",,,,,,,,,,https://www.bleepingcomputer.com/news/security/openai-confirms-ddos-attacks-behind-ongoing-chatgpt-outages/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,,,0.044829,2023-11-12,UAC-0050,Russian Federation,Ukraine,Government Agencies in Ukraine,Exploitive,Exploitation of End Hosts,Political-Espionage,"Researchers from the Ukraine Computer Emergency Response Team (CERT-UA) discover a new campaign distributing the REMCOS rat via phishing letters to their targets, disguising them as official requests from Ukraine's security service (SBU).",cissm_1807794491816435364,uac-0050,UKR,,direct_lookup,True,Exploitive,Exploitation of End Hosts,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-11-12,2023-11-12,2023-11-12,Government Agencies in Ukraine,Exploitive,Exploitation of End Hosts,Political-Espionage,UAC-0050,1,"Researchers from the Ukraine Computer Emergency Response Team (CERT-UA) discover a new campaign distributing the REMCOS rat via phishing letters to their targets, disguising them as official requests from Ukraine's security service (SBU).","Researchers from the Ukraine Computer Emergency Response Team (CERT-UA) discover a new campaign distributing the REMCOS rat via phishing letters to their targets, disguising them as official requests from Ukraine's security service (SBU).",,,,,,,,,,https://therecord.media/remcos-phishing-ukraine-government-agencies,True,,state_russian,official_government,definitive
cissm,yes,,,0.033476,2023-11-23,Ukraine's intelligence service,Ukraine,Russian Federation,Russia's Federal Air Transport Agency (Rosaviatsia),Exploitive,Exploitation of Application Server,Political-Espionage,"Ukraine's intelligence service, operating under the Defense Ministry, claims they hacked Russia's Federal Air Transport Agency, 'Rosaviatsia,' to expose a purported collapse of Russia's aviation sector.",cissm_-8165751989912276818,ukraine's intelligence service,RUS,,direct_lookup,True,Exploitive,Exploitation of Application Server,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-11-23,2023-11-23,2023-11-23,Russia's Federal Air Transport Agency (Rosaviatsia),Exploitive,Exploitation of Application Server,Political-Espionage,Ukraine's intelligence service,1,"Ukraine's intelligence service, operating under the Defense Ministry, claims they hacked Russia's Federal Air Transport Agency, 'Rosaviatsia,' to expose a purported collapse of Russia's aviation sector.","Ukraine's intelligence service, operating under the Defense Ministry, claims they hacked Russia's Federal Air Transport Agency, 'Rosaviatsia,' to expose a purported collapse of Russia's aviation sector.",,,,,,,,,,https://www.bleepingcomputer.com/news/security/ukraine-says-it-hacked-russian-aviation-agency-leaks-data/,True,,state_ukrainian,self_attribution,claimed
cissm,yes,,,0.075026,2023-11-23,XDSpy,Ukraine,Russian Federation,Russian military-industrial enterprises,Exploitive,Undetermined,Political-Espionage,"Researchers from F.A.C.C.T. discover a new campaign by the cyberespionage group known as XDSpy, targeting Russian military-industrial enterprises.",cissm_-1656374926391761770,xdspy,RUS,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-11-23,2023-11-23,2023-11-23,Russian military-industrial enterprises,Exploitive,Undetermined,Political-Espionage,XDSpy,1,"Researchers from F.A.C.C.T. discover a new campaign by the cyberespionage group known as XDSpy, targeting Russian military-industrial enterprises.","Researchers from F.A.C.C.T. discover a new campaign by the cyberespionage group known as XDSpy, targeting Russian military-industrial enterprises.",,,,,,,,,,https://therecord.media/xdspy-hackers-target-russian-military-industrial-companies,True,,state_russian,corporate_threat_intel,definitive
cissm,yes,,,0.025732,2023-11-28,BLACKJACK,Ukraine,Russian Federation,Ministry of Labor and Social Protection of Russia,Exploitive,Exploitation of Application Server,Protest,Hacktivists from the pro-Ukraine collective BLACKJACK claim to have launched an attack on the website of the Ministry of Labor and Social Protection of Russia.,cissm_-8722098660449531574,blackjack,RUS,,direct_lookup,True,Exploitive,Exploitation of Application Server,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-11-28,2023-11-28,2023-11-28,Ministry of Labor and Social Protection of Russia,Exploitive,Exploitation of Application Server,Protest,BLACKJACK,1,Hacktivists from the pro-Ukraine collective BLACKJACK claim to have launched an attack on the website of the Ministry of Labor and Social Protection of Russia.,Hacktivists from the pro-Ukraine collective BLACKJACK claim to have launched an attack on the website of the Ministry of Labor and Social Protection of Russia.,,,,,,,,,,https://newsukraine.rbc.ua/news/ukrainian-hackers-breach-russian-ministry-1701274407.html,True,,hacktivist_other,self_attribution,claimed
cissm,yes,,,0.043,2023-12-12,Ukraine Defense Intelligence Directorate (GUR),Ukraine,Russian Federation,Russian Federal Taxation Service,Mixed,Exploitation of Application Server,Sabotage,"Ukraine's defense intelligence directorate (GUR) says it infected thousands of servers belonging to Russia's state tax service (Russian Federal Taxation Service - FNS) with malware, and destroyed databases and backups.",cissm_-188361407142902607,gur,RUS,,direct_lookup,True,Mixed,Exploitation of Application Server,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-12-12,2023-12-12,2023-12-12,Russian Federal Taxation Service,Mixed,Exploitation of Application Server,Sabotage,Ukraine Defense Intelligence Directorate (GUR),1,"Ukraine's defense intelligence directorate (GUR) says it infected thousands of servers belonging to Russia's state tax service (Russian Federal Taxation Service - FNS) with malware, and destroyed databases and backups.","Ukraine's defense intelligence directorate (GUR) says it infected thousands of servers belonging to Russia's state tax service (Russian Federal Taxation Service - FNS) with malware, and destroyed databases and backups.",,,,,,,,,,https://therecord.media/ukraine-intelligence-claims-attack-on-russia-tax-service,True,,state_ukrainian,self_attribution,claimed
cissm,yes,,,0.039348,2023-12-19,Cloud Atlas,Undetermined,Russian Federation,Russian agro-industrial in Russia,Exploitive,Undetermined,Political-Espionage,"Researchers from F.A.C.C.T. discover a new campaign from the threat group known as Cloud Atlas, targeting a Russian agro-industrial enterprise in a new espionage campaign.",cissm_-3464995429590038798,cloud atlas,RUS,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-12-19,2023-12-19,2023-12-19,Russian agro-industrial in Russia,Exploitive,Undetermined,Political-Espionage,Cloud Atlas,1,"Researchers from F.A.C.C.T. discover a new campaign from the threat group known as Cloud Atlas, targeting a Russian agro-industrial enterprise in a new espionage campaign.","Researchers from F.A.C.C.T. discover a new campaign from the threat group known as Cloud Atlas, targeting a Russian agro-industrial enterprise in a new espionage campaign.",Undetermined,RUS,2023-12-19,2023-12-19,Cloud Atlas Russian-speaking APT targeting Russian agro-industrial,enriched,internet_grounding,https://therecord.media/cloud-atlas-targets-russian-orgs-war-phishing; https://research.checkpoint.com/2022/cloud-atlas-targets-entities-in-russia-and-belarus-amid-the-ongoing-war-in-ukraine/,2,https://therecord.media/cloud-atlas-targets-russian-orgs-war-phishing,True,,state_russian,corporate_threat_intel,definitive
cissm,yes,,,0.071388,2023-12-20,IT Army of Ukraine,Ukraine,Russian Federation,Bitrix24,Disruptive,External Denial of Service,Protest,"Hacktivists from the IT Army of Ukraine claim they disrupted the operations of Bitrix24, a Russian provider of customer relationship management (CRM) services.",cissm_-5679405853967866914,it army,RUS,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-12-20,2023-12-20,2023-12-20,Bitrix24,Disruptive,External Denial of Service,Protest,IT Army of Ukraine,1,"Hacktivists from the IT Army of Ukraine claim they disrupted the operations of Bitrix24, a Russian provider of customer relationship management (CRM) services.","Hacktivists from the IT Army of Ukraine claim they disrupted the operations of Bitrix24, a Russian provider of customer relationship management (CRM) services.",,,,,,,,,,https://therecord.media/bitrix24-disruption-ukraine-it-army,True,,state_ukrainian,self_attribution,claimed
cissm,yes,,,0.025691,2023-12-20,BLACKJACK,Ukraine,Russian Federation,Rosvodokanal,Exploitive,Exploitation of Application Server,Protest,"Hacktivists from the pro-Ukraine collective BLACKJACK claim to have launched an attack on Rosvodokanal, the largest private water utility in Russia, and to have stolen documents, encrypted 6,000 computers, and deleted 50 Tb of data.",cissm_-1102495189818231420,blackjack,RUS,,direct_lookup,True,Exploitive,Exploitation of Application Server,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-12-20,2023-12-20,2023-12-20,Rosvodokanal,Exploitive,Exploitation of Application Server,Protest,BLACKJACK,1,"Hacktivists from the pro-Ukraine collective BLACKJACK claim to have launched an attack on Rosvodokanal, the largest private water utility in Russia, and to have stolen documents, encrypted 6,000 computers, and deleted 50 Tb of data.","Hacktivists from the pro-Ukraine collective BLACKJACK claim to have launched an attack on Rosvodokanal, the largest private water utility in Russia, and to have stolen documents, encrypted 6,000 computers, and deleted 50 Tb of data.",,,,,,,,,,https://newsukraine.rbc.ua/news/ukrainian-hackers-breach-rosvodokanal-seize-1703107044.html,True,,hacktivist_other,self_attribution,claimed
cissm,yes,,,0.091236,2024-01-02,Undetermined,Russian Federation,Ukraine,Surveillance cameras in Kyiv,Exploitive,Undetermined,Sabotage,"UkraineÃ¢â‚¬â„¢s security officers say they took down two online surveillance cameras that were allegedly hacked by Russia to spy on air defense forces and critical infrastructure in UkraineÃ¢â‚¬â„¢s capital, Kyiv.",cissm_-8084249062278300842,undetermined,UKR,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-01-02,2024-01-02,2024-01-02,Surveillance cameras in Kyiv,Exploitive,Undetermined,Sabotage,Undetermined,1,"UkraineÃ¢â‚¬â„¢s security officers say they took down two online surveillance cameras that were allegedly hacked by Russia to spy on air defense forces and critical infrastructure in UkraineÃ¢â‚¬â„¢s capital, Kyiv.","UkraineÃ¢â‚¬â„¢s security officers say they took down two online surveillance cameras that were allegedly hacked by Russia to spy on air defense forces and critical infrastructure in UkraineÃ¢â‚¬â„¢s capital, Kyiv.",,,,,,,,,,https://therecord.media/ukraine-says-russia-hacked-web-cameras-to-spy-on-kyiv-targets,True,,unknown,official_government,definitive
cissm,yes,,,0.025489,2024-01-03,Undetermined,Ukraine,Russian Federation,Individuals in Russia,Disruptive,Physical Attack,Protest,A firmware hack causes LED curtains in Russia to display Ã¢â‚¬ËœSlava UkrainiÃ¢â‚¬â„¢ ('Glory to Ukraine'),cissm_3313434630462816717,undetermined,RUS,,direct_lookup,True,Disruptive,Physical Attack,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-01-03,2024-01-03,2024-01-03,Individuals in Russia,Disruptive,Physical Attack,Protest,Undetermined,1,A firmware hack causes LED curtains in Russia to display Ã¢â‚¬ËœSlava UkrainiÃ¢â‚¬â„¢ ('Glory to Ukraine'),A firmware hack causes LED curtains in Russia to display Ã¢â‚¬ËœSlava UkrainiÃ¢â‚¬â„¢ ('Glory to Ukraine'),,,,,,,,,,https://therecord.media/russia-ukraine-firmware-prank-led-curtain-arrest,True,,unknown,unclear,none
cissm,yes,,,0.026117,2024-01-09,Blackjack,Ukraine,Russian Federation,M9com,Disruptive,Data Attack,Protest,"A pro-Ukraine hacktivist group named Ã¢â‚¬ËœBlackjackÃ¢â‚¬â„¢, allegedly affiliated to the SBU (the Security Service of Ukraine) claims a cyberattack against Russian provider of internet services M9com, deleting around 20 terabytes of data as a direct response to the attack against Kyivstar mobile operator.",cissm_-3572045139250291443,blackjack,RUS,,direct_lookup,True,Disruptive,Data Attack,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-01-09,2024-01-09,2024-01-09,M9com,Disruptive,Data Attack,Protest,Blackjack,1,"A pro-Ukraine hacktivist group named Ã¢â‚¬ËœBlackjackÃ¢â‚¬â„¢, allegedly affiliated to the SBU (the Security Service of Ukraine) claims a cyberattack against Russian provider of internet services M9com, deleting around 20 terabytes of data as a direct response to the attack against Kyivstar mobile operator.","A pro-Ukraine hacktivist group named Ã¢â‚¬ËœBlackjackÃ¢â‚¬â„¢, allegedly affiliated to the SBU (the Security Service of Ukraine) claims a cyberattack against Russian provider of internet services M9com, deleting around 20 terabytes of data as a direct response to the attack against Kyivstar mobile operator.",,,,,,,,,,https://www.bleepingcomputer.com/news/security/pro-ukraine-hackers-breach-russian-isp-in-revenge-for-kyivstar-attack/,True,,hacktivist_other,self_attribution,claimed
cissm,yes,,,0.07812,2024-01-11,Ukrainian National,Ukraine,United States of America,Undisclosed U.S: Cloud Service Provider,Exploitive,Exploitation of Network Infrastructure,Financial,A Ukrainian national is arrested for allegedly infecting the servers of Ã¢â‚¬Å“a well-knownÃ¢â‚¬Â American cloud service provider with a cryptomining malware.,cissm_-6037067875017659714,ukrainian national,United States of America,,none,True,Exploitive,Exploitation of Network Infrastructure,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-01-11,2024-01-11,2024-01-11,Undisclosed U.S: Cloud Service Provider,Exploitive,Exploitation of Network Infrastructure,Financial,Ukrainian National,1,A Ukrainian national is arrested for allegedly infecting the servers of Ã¢â‚¬Å“a well-knownÃ¢â‚¬Â American cloud service provider with a cryptomining malware.,A Ukrainian national is arrested for allegedly infecting the servers of Ã¢â‚¬Å“a well-knownÃ¢â‚¬Â American cloud service provider with a cryptomining malware.,,,,,,,,,,https://therecord.media/ukraine-arrests-suspect-cryptojacking-cloud-resources,True,,state_ukrainian,journalistic,qualified
cissm,yes,,,0.045109,2024-01-17,NoName057(16),Russian Federation,Switzerland,Several Government Websites in Switzerland,Disruptive,External Denial of Service,Protest,"A DDoS attack claimed by the pro-Russian group NoName057(16), temporarily disrupts access to a number of government websites, following Ukrainian President Volodymyr ZelenskyÃ¢â‚¬â„¢s visit to Davos.",cissm_754619781711796232,noname057,CHE,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-01-17,2024-01-17,2024-01-17,Several Government Websites in Switzerland,Disruptive,External Denial of Service,Protest,NoName057(16),1,"A DDoS attack claimed by the pro-Russian group NoName057(16), temporarily disrupts access to a number of government websites, following Ukrainian President Volodymyr ZelenskyÃ¢â‚¬â„¢s visit to Davos.","A DDoS attack claimed by the pro-Russian group NoName057(16), temporarily disrupts access to a number of government websites, following Ukrainian President Volodymyr ZelenskyÃ¢â‚¬â„¢s visit to Davos.",,,,,,,,,,https://www.securityweek.com/swiss-govt-websites-hit-by-pro-russia-hackers-after-zelensky-visit/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,,,0.079101,2024-01-25,National Cyber Army,Russian Federation,Ukraine,Ukrtransbezpeka,Disruptive,External Denial of Service,Sabotage,"Ukrtransbezpeka, an Ukrainian government agency providing transport and traffic security is hit with a cyber attack claimed by a Russian group known as the National Cyber Army.",cissm_6947663767996732614,national cyber army,UKR,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-01-25,2024-01-25,2024-01-25,Ukrtransbezpeka,Disruptive,External Denial of Service,Sabotage,National Cyber Army,1,"Ukrtransbezpeka, an Ukrainian government agency providing transport and traffic security is hit with a cyber attack claimed by a Russian group known as the National Cyber Army.","Ukrtransbezpeka, an Ukrainian government agency providing transport and traffic security is hit with a cyber attack claimed by a Russian group known as the National Cyber Army.",,,,,,,,,,https://kyivindependent.com/ukraines-oil-giant-naftogaz-under-cyberattack/,True,,state_ukrainian,self_attribution,claimed
cissm,yes,,,0.064946,2024-02-02,FSB 18th Center for Information Security (Gamaredon),Russian Federation,Ukraine,Ukrainian military,Exploitive,Undetermined,Political-Espionage,"Researchers from Securonix reveal the details of the STEADY#URSA campaign, an ongoing operation carried on by the russia-linked APT group Shuckworm (aka Gamaredon, and Primitive Bear, targeting the Ukrainian military with a new PowerShell backdoor called Subtle-Paws",cissm_-2592062622041958658,fsb,UKR,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-02-02,2024-02-02,2024-02-02,Ukrainian military,Exploitive,Undetermined,Political-Espionage,FSB 18th Center for Information Security (Gamaredon),1,"Researchers from Securonix reveal the details of the STEADY#URSA campaign, an ongoing operation carried on by the russia-linked APT group Shuckworm (aka Gamaredon, and Primitive Bear, targeting the Ukrainian military with a new PowerShell backdoor called Subtle-Paws","Researchers from Securonix reveal the details of the STEADY#URSA campaign, an ongoing operation carried on by the russia-linked APT group Shuckworm (aka Gamaredon, and Primitive Bear, targeting the Ukrainian military with a new PowerShell backdoor called Subtle-Paws",,,,,,,,,,https://www.securonix.com/blog/security-advisory-steadyursa-attack-campaign-targets-ukraine-military/,True,,state_russian,corporate_threat_intel,definitive
cissm,yes,,,0.115285,2024-02-14,FBI,United States of America,Russian Federation,"APT28, a.k.a. Fancy Bear and Sednit",Disruptive,Message Manipulation,Undetermined,The FBI takes down a botnet of small office/home office (SOHO) Ubiquiti routers used by Russia's Main Intelligence Directorate of the General Staff (GRU) to proxy malicious traffic and to target the United States and its allies in spearphishing and credential theft attacks.,cissm_-609101471680518306,fbi,RUS,,direct_lookup,True,Disruptive,Message Manipulation,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-02-14,2024-02-14,2024-02-14,"APT28, a.k.a. Fancy Bear and Sednit",Disruptive,Message Manipulation,Undetermined,FBI,1,The FBI takes down a botnet of small office/home office (SOHO) Ubiquiti routers used by Russia's Main Intelligence Directorate of the General Staff (GRU) to proxy malicious traffic and to target the United States and its allies in spearphishing and credential theft attacks.,The FBI takes down a botnet of small office/home office (SOHO) Ubiquiti routers used by Russia's Main Intelligence Directorate of the General Staff (GRU) to proxy malicious traffic and to target the United States and its allies in spearphishing and credential theft attacks.,,,,,,,,,,https://www.bleepingcomputer.com/news/security/fbi-disrupts-russian-moobot-botnet-infecting-ubiquiti-routers/,True,,hacktivist_other,official_government,definitive
cissm,yes,,,0.033595,2024-02-14,Anonymous Sudan,Russian Federation,United States of America,OpenAI,Disruptive,External Denial of Service,Protest,"Anonymous Sudan claims responsibility for targeting ChatGPT and its parent company, OpenAI, with a series of DDoS attacks.",cissm_5318994020171454053,anonymous,United States of America,,none,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-02-14,2024-02-14,2024-02-14,OpenAI,Disruptive,External Denial of Service,Protest,Anonymous Sudan,1,"Anonymous Sudan claims responsibility for targeting ChatGPT and its parent company, OpenAI, with a series of DDoS attacks.","Anonymous Sudan claims responsibility for targeting ChatGPT and its parent company, OpenAI, with a series of DDoS attacks.",,,,,,,,,,https://www.hackread.com/chatgpt-down-anonymous-sudan-ddos-attacks/,True,,hacktivist_prorussian,self_attribution,claimed
